image_path,session_id,person_id,label,shoulder_angle,eye_shoulder_angle,eye_vertical_difference,nose_x_body,nose_y_body,eye_center_x_body,eye_center_y_body,left_ear_x_body,left_ear_y_body,nose_eye_dx,nose_eye_dy,eye_width_ratio,ear_eye_ratio,nose_shoulder_center_distance,eye_shoulder_center_distance,nose_shoulder_asymmetry,eye_shoulder_asymmetry,nose_ear_ratio
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0044.jpg,ss1,nguoi10,lean_right,-0.034867,0.110642,0.000383,0.187728,0.185284,0.183884,0.291745,-0.153018,0.377659,0.003843,-0.106462,0.198194,0.252914,0.263765,0.344860,0.349146,0.313346,0.391300
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0045.jpg,ss1,nguoi10,lean_right,0.846788,2.831411,0.008258,0.320638,0.148607,0.307141,0.246664,-0.064141,0.336879,0.013497,-0.098058,0.167177,0.302865,0.353402,0.393928,0.601059,0.530881,0.428371
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0046.jpg,ss1,nguoi10,lean_right,-0.592096,-4.149991,-0.013961,0.231142,0.132873,0.237445,0.240494,-0.077233,0.365710,-0.006302,-0.107621,0.192914,0.248416,0.266612,0.337961,0.443219,0.419618,0.386405
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0047.jpg,ss1,nguoi10,lean_right,0.214221,-4.960005,-0.016157,0.206915,0.136835,0.215042,0.240735,-0.090748,0.375443,-0.008127,-0.103900,0.186869,0.247545,0.248067,0.322794,0.396581,0.381444,0.381493
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0048.jpg,ss1,nguoi10,lean_right,0.647081,-5.826891,-0.019983,0.181876,0.180396,0.191011,0.285632,-0.107889,0.390777,-0.009135,-0.105236,0.196829,0.222380,0.256167,0.343614,0.339623,0.326933,0.358084
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0049.jpg,ss1,nguoi10,lean_right,0.007742,-3.484330,-0.012152,0.174160,0.179830,0.178436,0.285467,-0.131777,0.379655,-0.004276,-0.105638,0.199941,0.228131,0.250341,0.336647,0.325563,0.306055,0.365415
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0050.jpg,ss1,nguoi10,lean_right,0.437889,-3.841712,-0.013299,0.180392,0.143552,0.187105,0.250366,-0.135011,0.381790,-0.006713,-0.106814,0.198485,0.255618,0.230539,0.312556,0.345004,0.330565,0.395267
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0051.jpg,ss1,nguoi10,lean_right,0.107540,-0.419393,-0.001429,0.166455,0.187799,0.165451,0.292750,-0.153560,0.382620,0.001005,-0.104950,0.195250,0.238666,0.250950,0.336268,0.309630,0.282448,0.374653
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0052.jpg,ss1,nguoi10,lean_right,-0.634669,0.413416,0.001403,0.188009,0.195682,0.183169,0.301446,-0.144186,0.376865,0.004840,-0.105764,0.194494,0.242375,0.271365,0.352733,0.347016,0.309397,0.378393
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0053.jpg,ss1,nguoi10,lean_right,0.043190,-1.569297,-0.003879,0.373659,0.213100,0.359709,0.310504,-0.005445,0.396077,0.013950,-0.097405,0.141625,0.306018,0.430154,0.475188,0.651536,0.573337,0.420952
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0054.jpg,ss1,nguoi10,lean_right,-0.894111,-2.719037,-0.007083,0.380902,0.235706,0.368494,0.337389,-0.003078,0.428954,0.012407,-0.101683,0.149315,0.309768,0.447932,0.499619,0.647804,0.569614,0.429866
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0055.jpg,ss1,nguoi10,lean_right,-0.823108,-4.766217,-0.015322,0.300213,0.228324,0.298605,0.337421,-0.049272,0.436004,0.001608,-0.109097,0.184402,0.271662,0.377173,0.450575,0.528757,0.474008,0.406535
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0056.jpg,ss1,nguoi10,lean_right,0.344271,-4.175849,-0.013574,0.235597,0.214473,0.234775,0.322368,-0.094795,0.406700,0.000822,-0.107895,0.186406,0.248998,0.318598,0.398798,0.425774,0.384930,0.382244
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0057.jpg,ss1,nguoi10,lean_right,0.516750,-5.514380,-0.018074,0.216319,0.235583,0.219949,0.343363,-0.096555,0.435489,-0.003631,-0.107780,0.188085,0.237880,0.319833,0.407770,0.385317,0.354550,0.371285
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0058.jpg,ss1,nguoi10,lean_right,-0.164658,-4.351075,-0.014666,0.183217,0.235513,0.184438,0.342696,-0.126534,0.411923,-0.001221,-0.107183,0.193306,0.223345,0.298387,0.389176,0.327932,0.299584,0.356463
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0059.jpg,ss1,nguoi10,lean_right,-0.208557,-4.567570,-0.015706,0.179852,0.234825,0.182536,0.343650,-0.128707,0.416441,-0.002684,-0.108825,0.197231,0.222622,0.295786,0.389120,0.322228,0.296322,0.358040
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0060.jpg,ss1,nguoi10,lean_right,0.654914,-11.857320,-0.040366,0.512025,0.680333,0.470899,0.825028,-0.082464,0.859901,0.041126,-0.144695,0.196450,0.457470,0.851482,0.949956,0.539006,0.448553,0.621017
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0061.jpg,ss1,nguoi10,lean_right,-5.850418,-5.618916,-0.020463,0.418675,0.834167,0.347385,0.969861,-0.243487,0.909087,0.071290,-0.135694,0.208994,0.492028,0.933340,1.030198,0.402764,0.306107,0.666388
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0062.jpg,ss1,nguoi10,lean_right,-5.250727,-7.322825,-0.026517,0.401281,0.791405,0.337367,0.923803,-0.232971,0.872170,0.063913,-0.132398,0.208046,0.471649,0.887326,0.983478,0.401890,0.308825,0.639373
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0063.jpg,ss1,nguoi10,lean_right,-2.340842,-11.887856,-0.047627,0.452992,0.808992,0.394451,0.947237,-0.207547,0.908391,0.058541,-0.138246,0.231201,0.492876,0.927183,1.026085,0.439708,0.349705,0.667976
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0064.jpg,ss1,nguoi10,lean_right,-10.038818,1.080337,0.005439,0.177509,0.836270,0.124292,0.938975,-0.332589,0.750557,0.053216,-0.102706,0.288498,0.363647,0.854901,0.947166,0.179977,0.116220,0.517249
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0065.jpg,ss1,nguoi10,lean_right,-11.116386,-2.153831,-0.008019,0.432917,0.908174,0.340998,1.036049,-0.267729,0.893394,0.091919,-0.127875,0.213380,0.523093,1.006080,1.090724,0.391318,0.286240,0.700802
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0066.jpg,ss1,nguoi10,lean_right,-0.395344,0.439750,0.001455,0.224170,0.181281,0.218035,0.288031,-0.130490,0.376221,0.006134,-0.106750,0.189592,0.268862,0.288297,0.361250,0.416446,0.370581,0.404704
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0067.jpg,ss1,nguoi10,lean_right,-8.488070,-4.640351,-0.018000,0.522002,0.890138,0.442279,1.031994,-0.189276,0.949116,0.079723,-0.141856,0.222496,0.528716,1.031907,1.122775,0.464889,0.363855,0.713719
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0068.jpg,ss1,nguoi10,lean_right,0.105127,-3.007239,-0.010407,0.186306,0.179545,0.187847,0.290814,-0.139611,0.392799,-0.001542,-0.111269,0.198367,0.248070,0.258740,0.346207,0.347960,0.320169,0.389486
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0069.jpg,ss1,nguoi10,lean_right,-10.392529,-0.287040,-0.001203,0.477917,0.890104,0.390157,1.042442,-0.247403,0.947580,0.087760,-0.152338,0.240060,0.526262,1.010292,1.113062,0.431971,0.322577,0.727593
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0070.jpg,ss1,nguoi10,lean_right,-0.318859,4.430813,0.014602,0.197268,0.188182,0.185732,0.291760,-0.162589,0.363882,0.011536,-0.103579,0.189008,0.266223,0.272630,0.345862,0.365762,0.316397,0.400460
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0071.jpg,ss1,nguoi10,lean_right,-10.691474,-0.609602,-0.002298,0.470404,0.888376,0.380935,1.027654,-0.237774,0.917081,0.089469,-0.139278,0.216012,0.522786,1.005232,1.095986,0.426766,0.319029,0.708759
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0072.jpg,ss1,nguoi10,lean_right,-0.511698,0.308748,0.001041,0.174542,0.256913,0.165611,0.365527,-0.164778,0.417240,0.008931,-0.108615,0.193251,0.239530,0.310595,0.401295,0.307171,0.263969,0.375291
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0073.jpg,ss1,nguoi10,lean_right,-11.863838,-0.119743,-0.000553,0.272211,1.028355,0.177658,1.120888,-0.373398,0.855694,0.094554,-0.092532,0.264681,0.495779,1.063773,1.134879,0.232729,0.143496,0.668298
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0074.jpg,ss1,nguoi10,lean_right,-11.055515,-3.155452,-0.011418,0.396351,1.008668,0.292820,1.123837,-0.303018,0.920432,0.103531,-0.115169,0.207428,0.534855,1.083746,1.161358,0.335412,0.232570,0.704913
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0075.jpg,ss1,nguoi10,lean_right,-0.298442,-1.849833,-0.006199,0.177474,0.223929,0.177258,0.329320,-0.152533,0.423422,0.000216,-0.105391,0.192048,0.250902,0.285729,0.373995,0.320881,0.291980,0.385619
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0076.jpg,ss1,nguoi10,lean_right,-11.626075,-8.102941,-0.030634,0.370866,1.058926,0.279030,1.142514,-0.290001,0.910802,0.091835,-0.083588,0.217337,0.523410,1.121992,1.176094,0.304262,0.219146,0.677263
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0077.jpg,ss1,nguoi10,lean_right,-11.980276,-2.420117,-0.011235,0.260876,1.037397,0.177560,1.112683,-0.347829,0.840296,0.083316,-0.075286,0.266059,0.480962,1.069696,1.126761,0.221916,0.144286,0.639820
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0078.jpg,ss1,nguoi10,lean_right,-0.781503,-0.110290,-0.000354,0.215771,0.227360,0.208725,0.328829,-0.133986,0.402080,0.007046,-0.101469,0.183820,0.261230,0.313448,0.389480,0.387037,0.342010,0.390970
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi10_ss1/frame_0079.jpg,ss1,nguoi10,lean_right,-10.710797,-8.397256,-0.035479,0.353869,0.959774,0.277500,1.047994,-0.276304,0.842306,0.076369,-0.088221,0.242950,0.487808,1.022932,1.084112,0.313789,0.233560,0.641028
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0001.jpg,ss1,nguoi1,lean_right,-12.114952,8.149724,0.034264,0.120141,0.690287,0.083406,0.797262,-0.221866,0.658676,0.036735,-0.106975,0.241706,0.221840,0.700664,0.801613,0.140037,0.088379,0.343464
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0002.jpg,ss1,nguoi1,lean_right,-10.633434,4.469241,0.018795,0.121550,0.717800,0.090102,0.825769,-0.229442,0.709840,0.031449,-0.107969,0.241201,0.225994,0.728019,0.830670,0.138050,0.093039,0.351082
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0003.jpg,ss1,nguoi1,lean_right,-12.778470,8.460711,0.034860,0.175211,0.826316,0.108232,0.934372,-0.264080,0.759888,0.066979,-0.108056,0.236934,0.299598,0.844687,0.940619,0.179248,0.101718,0.444285
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0004.jpg,ss1,nguoi1,lean_right,-6.799914,-3.029077,-0.011195,0.294070,0.677657,0.248786,0.787761,-0.153503,0.709605,0.045285,-0.110105,0.211850,0.308114,0.738712,0.826113,0.335663,0.260005,0.448712
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0005.jpg,ss1,nguoi1,lean_right,-10.452016,-2.686813,-0.010400,0.254901,0.681747,0.212878,0.793380,-0.177429,0.707788,0.042023,-0.111633,0.221857,0.293877,0.727842,0.821443,0.292713,0.222869,0.433114
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0006.jpg,ss1,nguoi1,lean_right,-10.518652,-3.968760,-0.014348,0.296190,0.690525,0.249116,0.800070,-0.158032,0.719945,0.047074,-0.109545,0.207306,0.316040,0.751368,0.837956,0.333944,0.257549,0.455174
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0007.jpg,ss1,nguoi1,lean_right,-9.746640,1.812695,0.006916,0.254802,0.671402,0.205856,0.789567,-0.195191,0.710591,0.048947,-0.118166,0.218652,0.301390,0.718126,0.815961,0.295427,0.216501,0.451697
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0008.jpg,ss1,nguoi1,lean_right,2.441773,-5.467801,-0.020623,0.410123,0.673979,0.364607,0.806532,-0.099471,0.773901,0.045516,-0.132553,0.216428,0.358935,0.788954,0.885117,0.452562,0.364570,0.519298
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0009.jpg,ss1,nguoi1,lean_right,-7.226382,2.933077,0.011599,0.259647,0.667782,0.209570,0.789541,-0.199636,0.702879,0.050077,-0.121759,0.226684,0.306858,0.716484,0.816881,0.301713,0.220275,0.460622
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0010.jpg,ss1,nguoi1,lean_right,-10.231424,3.932285,0.016389,0.235711,0.700838,0.181649,0.823032,-0.220082,0.708195,0.054062,-0.122194,0.238983,0.301977,0.739414,0.842840,0.267079,0.186200,0.455852
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0011.jpg,ss1,nguoi1,lean_right,-9.079390,1.837837,0.007621,0.260282,0.714691,0.209698,0.840393,-0.202690,0.735215,0.050584,-0.125701,0.237646,0.310630,0.760612,0.866160,0.289639,0.210848,0.463426
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0012.jpg,ss1,nguoi1,lean_right,-10.073846,2.675280,0.010995,0.250489,0.705450,0.198972,0.828329,-0.209187,0.725506,0.051518,-0.122879,0.235571,0.306371,0.748602,0.851892,0.281722,0.202499,0.460113
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0013.jpg,ss1,nguoi1,lean_right,-9.842999,3.030917,0.012284,0.252435,0.697630,0.200655,0.821739,-0.210408,0.726695,0.051780,-0.124109,0.232321,0.308167,0.741897,0.845882,0.285829,0.205331,0.463755
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0014.jpg,ss1,nguoi1,lean_right,-9.610825,3.723728,0.015055,0.258058,0.685961,0.205569,0.812985,-0.209611,0.725812,0.052489,-0.127024,0.231805,0.309931,0.732895,0.838572,0.294969,0.211804,0.469364
D:/BTL/repo/smart-posture-monitor/data/raw/lean_right/nguoi1_ss1/frame_0015.jpg,ss1,nguoi1,lean_right,-10.660729,4.124184,0.017019,0.260859,0.700522,0.208333,0.826261,-0.208647,0.732875,0.052527,-0.125739,0.236648,0.310777,0.747515,0.852120,0.294018,0.212092,0.470620
